"User - Active","User - Address","User - Barcode","User - Created by user UUID","User - Date of birth","User - Department names","User - Department UUIDs","User - Email","User - Enrollment date","User - Expiration date","User - External system ID","User - First name","User - Last name","User - Last name, first name","User - Middle name","User - Mobile phone","User - Phone","User - Preferred contact type","User - Preferred first name","User - Pronouns","User - Tags","User - Type","User - Updated by user UUID","User - User created date","User - User updated date","User - User UUID","User - Username","Patron group - Name","User created by - Email","User created by - Last name, first name","User created by - Username","User updated by - Email","User updated by - Last name, first name","User updated by - Username"
true,,"81b0d319-326f-4366-8520-c6d0eb595d26","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_232.8097318076858403","at_username_232.8097318076858403, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"373406c2-4f1d-47cc-864c-880840ea7177","at_username_232.8097318076858403",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"5a5857e3-5d0c-486c-9229-f6b6112415d9","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_696.0784863791356","at_username_696.0784863791356, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"39bee8f6-f9b0-4939-a8c2-704f5fc6df66","at_username_696.0784863791356",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,,,,,,,,,,"System user - mod-linked-data",System,"System, System user - mod-linked-data",,,,unknown,,,,system,,2026-06-03,2026-06-03,"3e3d87e3-a57f-4165-8458-9ab17b34e11c",mod-linked-data,,,,,,,
true,,"a3dd9d4a-3371-4ef2-9f35-ae2e0cc25940","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_185.04698864229823995","at_username_185.04698864229823995, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"3f450fa9-6f48-4263-b729-f25dfd699797","at_username_185.04698864229823995",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,268.41556405980896533,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,,,,,,"AT_C740218_WithBarcode_516.8291886155448533","AT_C740218_WithBarcode_516.8291886155448533",,,,Email,,,,patron,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"41ae319c-517e-4874-b7c5-a2159246da4c","AT_C740218_WithBarcode_516.8291886155448533",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"7b71d198-b03c-4783-89e6-f473ed406fff","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_726.7411301832312140","at_username_726.7411301832312140, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"424a6b38-f49d-4ef8-b858-28dae1695f11","at_username_726.7411301832312140",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"26e89c89-3202-4b8a-8e96-3e60e40ed3a4","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_547.7394995854565117","at_username_547.7394995854565117, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"479cbc9a-29a5-4145-adef-4ec62ae8201d","at_username_547.7394995854565117",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"a23899bb-6e28-4c5d-b02e-35849b2798bb","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_348.79603536775187528","at_username_348.79603536775187528, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"491cca0b-c0b5-469b-ab51-c5b560e758f8","at_username_348.79603536775187528",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"0a08a77f-dd63-4fcc-a7d7-e0f3249c6d8b","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_865.1699243910914575","at_username_865.1699243910914575, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"4aa8c47b-791a-4118-8f48-593864cf7594","at_username_865.1699243910914575",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"60063cf2-31b3-4441-8736-9fa89f0f4e2c","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_805.7144500796647263","at_username_805.7144500796647263, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-03,2026-06-03,"4be8a287-052d-4e86-bc5b-92ed1c85a5ae","at_username_805.7144500796647263","groupClaimedReturnedAT_117.9341925759473882",diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,"[{""addressType"": ""Claim"", ""addressTypeId"": ""b6f4d1c6-0dfa-463c-9534-f49c4f0ae090"", ""primaryAddress"": true}]","d77b703e-2015-482c-8488-0e447d53d078","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,,"testUser-fc283059-a805-4aa3-949d-932aeef5912c","testUser-fc283059-a805-4aa3-949d-932aeef5912c",,,,Email,,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-03,2026-06-03,"4beabf28-0358-4a4b-816f-0a3e83589735","testUser-b3729dde-3d1f-453e-b985-67d2304520f4",faculty,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"f2b6d5c3-9e3a-4986-9b5c-56867cc3c135","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_512.6919381718155133","at_username_512.6919381718155133, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"4d8d9d20-4f0c-471f-a0b7-4fd6e2b12e58","at_username_512.6919381718155133",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"b37d8d10-5069-4b62-9de3-4c1f5ad4cdd1","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_429.50274034014296323","at_username_429.50274034014296323, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"504c079c-52c6-48b8-b2a4-498d19dc4508","at_username_429.50274034014296323",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"218f177d-8250-49dd-8360-54a00ee78551","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_199.32016495186537316","at_username_199.32016495186537316, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"52c74afc-2a44-40cf-a528-52dfad838cac","at_username_199.32016495186537316",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"4a576f8d-6c5a-40f6-90c6-9da6badfdfe9","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_395.7474988805092812","at_username_395.7474988805092812, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"57e75f8c-4065-4111-af5e-66eaa9c6a2bb","at_username_395.7474988805092812",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"5ce4126f-85ba-4288-911c-6ffe00d03df8","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_545.8545280314488500","at_username_545.8545280314488500, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"5891b084-3f2c-468c-9dc0-998ce5515ed5","at_username_545.8545280314488500",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,,,,,,edge_admin@ci.folio.org,,,,edge,admin,"admin, edge",,,,Email,,,,patron,,2026-06-03,2026-06-03,"59de7672-f550-482c-84b9-8ec6c221e081",edge_admin,,,,,,,
true,,"33cd0ea2-efaa-432e-8a9c-20b11552980d","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_383.0908876403526266","at_username_383.0908876403526266, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"5b014cae-da19-4da8-b9ca-97091d8c0c19","at_username_383.0908876403526266",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
true,,"2b2ca09f-f1a9-459a-af7a-c6e8ee4db5a7","3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",,,,test@folio.org,,,,testPermFirst,"at_username_162.53388266746663701","at_username_162.53388266746663701, testPermFirst",testMiddleName,,,Email,preferredName,,,staff,"3705dd81-fa8f-4e4a-a1d0-6c3b8edae137",2026-06-04,2026-06-04,"5c3f4849-5499-4aff-8322-9f5fbe6728e1","at_username_162.53388266746663701",staff,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin,diku_admin@example.org,"ADMINISTRATOR, Diku_admin",diku_admin
